name;description;year;build;height;width;depth;weight;fiber_length;cooling;mounting;automation;max_output;mean_output;max_wattage;head;emission_source;beam_type;beam_profile;wavelenght;min_spot_size;max_spot_size;min_pf;max_pf;min_pw;max_pw;min_scan_width;max_scan_width;min_focal_length;max_focal_length
Infinito Laser p/n I054C1;NULL;NULL;NULL;630;450;260;30;3;;NULL;NULL;NULL;100;NULL;NULL;NULL;2;NULL;1064;NULL;;20;200;NULL;NULL;NULL;NULL;NULL;NULL
